,type,id,attributes.accession,attributes.samples-count,attributes.bioproject,attributes.is-private,attributes.secondary-accession,attributes.centre-name,attributes.public-release-date,attributes.study-abstract,attributes.study-name,attributes.data-origination,attributes.last-update,relationships.geocoordinates.links.related,relationships.biomes.links.related,relationships.biomes.data,relationships.publications.links.related,relationships.samples.links.related,relationships.analyses.links.related,relationships.downloads.links.related,links.self
185,studies,MGYS00006320,MGYS00006320,392,PRJNA238324,False,SRP039515,University of Colorado,,Molecular ecology of the cystic fibrosis airway,Human airway Targeted Locus (Loci),HARVESTED,2023-09-01T19:48:53,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006320/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006320/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Throat', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Throat'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006320/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006320/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006320/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006320/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006320
186,studies,MGYS00006325,MGYS00006325,57,PRJNA245531,False,SRP041502,University of Toronto,,Bacteria from sputum,Bacteria Genome sequencing,HARVESTED,2023-09-01T19:44:54,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006325/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006325/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006325/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006325/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006325/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006325/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006325
187,studies,MGYS00006324,MGYS00006324,37,PRJNA244556,False,SRP041296,University of Colorado,,Human sputum bacterial communities from cystic fibrosis patients collected during pulmonary exacerbation,Human airway Targeted Locus (Loci),HARVESTED,2023-09-01T19:29:36,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006324/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006324/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006324/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006324/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006324/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006324/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006324
188,studies,MGYS00006323,MGYS00006323,46,PRJNA243349,False,SRP040968,CEH,,,The effects of freeze thaw cycles on the microbial community present in sputum samples from the CF lung,HARVESTED,2023-09-01T19:19:16,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006323/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006323/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006323/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006323/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006323/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006323/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006323
189,studies,MGYS00006285,MGYS00006285,297,PRJEB28588,False,ERP110805,TEAGASC,,"Cystic fibrosis (CF) is an autosomal recessive condition with impaired mucociliary clearance and innate airway defences 1. Chronic airway infection and inflammation culminating in bronchiectasis are the main drivers of the morbidity and mortality of CF 1. There is good evidence these processes start early in life, with asymptomatic infants and pre-school children demonstrating clear associations between the presence of lower airway infection and inflammation and impaired lung function and structural airway changes 1,2.The use of 16S ribosomal RNA sequencing provides compelling evidence that CF airways are inhabited by diverse microbial communities 3-7. Perturbations in the CF airway microbiome are well described, however it is unclear what affect these have on the “infection-inflammation-structural damage” model of CF lung disease 3-12. Limited studies in young children with CF suggest microbial diversity is initially low but increases with age 3,7,9,11,12. In contrast, in older children and adults, diversity decreases with age and declining lung function 3,7,13,14. In adults, with advancing lung disease and repeated exposure to antibiotics over an extended period of time, dominant CF pathogens emerge in a relatively fixed microbiome with limited diversity 4,6,15,16.We aimed to describe the lower airway microbiome in clinically stable pre-school aged children with CF, and, using longitudinal data, explore how age influences its composition. Further analysis focused on comparing the CF microbiome with that of the non-CF lung and on examining the effect of airway inflammation and antibiotic use.",The lung microbiome in young children with cystic fibrosis: a longitudinal cohort study,SUBMITTED,2023-09-01T19:05:59,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006285/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006285/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006285/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006285/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006285/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006285/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006285
190,studies,MGYS00006321,MGYS00006321,56,PRJNA238461,False,SRP039563,University of Colorado,,COPD related airway microbiota,Human airway Targeted Locus (Loci),HARVESTED,2023-09-01T18:56:22,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006321/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006321/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006321/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006321/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006321/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006321/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006321
191,studies,MGYS00006273,MGYS00006273,751,PRJEB36034,False,ERP119164,UCSDMI,,A study of the longitudinal dynamics of microbiome and metabolomic data from 6 CF patients. Samples were collected daily or as frequently as possible through events of CF exacerbation and dual microbiome and metabolome data generated.,Longitudinal CF Study,SUBMITTED,2023-09-01T18:42:08,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006273/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006273/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006273/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006273/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006273/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006273/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006273
192,studies,MGYS00006305,MGYS00006305,202,PRJEB53549,False,ERP138360,CHU,,"Rationale Lumacaftor-ivacaftor is a cystic fibrosis transmembrane conductance regulator (CFTR) modulator combination approved in patients with cystic fibrosis (CF) homozygous for the F508del allele. This treatment showed significant clinical improvement, however limited data have addressed the evolution of airway mycobiota-microbiota and airway inflammation under lumacaftor-ivacaftor. Objectives To investigate the effects of lumacaftor-ivacaftor on airway mycobiota-microbiota and airway inflammation in a multicentric study.",Airway microbiota and inflammation under Lumacaftor-ivacaftor,SUBMITTED,2023-09-01T17:48:19,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006305/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006305/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006305/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006305/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006305/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006305/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006305
193,studies,MGYS00006288,MGYS00006288,184,PRJEB52183,False,ERP136881,Manchester Metropolitan University,,"The study analysed the cultured pathogens, the abundance of pathogens using qPCR and the bacterial microbiota using targeted gene sequencing of fresh and posted samples.",Effects of postage on recovery of pathogens from cystic fibrosis respiratory samples,SUBMITTED,2023-09-01T17:43:16,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006288/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006288/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006288/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006288/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006288/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006288/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006288
194,studies,MGYS00006286,MGYS00006286,91,PRJEB44169,False,ERP128188,Korea Food Research Institute,,Gut microbiome data of never-smoking subjects with lung adenocarcinoma,Gut microbiome data of never-smoking subjects with lung adenocarcinoma,SUBMITTED,2023-09-01T16:54:53,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006286/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006286/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Intestine', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Intestine'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006286/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006286/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006286/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006286/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006286
195,studies,MGYS00006304,MGYS00006304,58,PRJEB50340,False,ERP134910,Centre de Recherche Cardio-Thoracique de Bordeaux,,"The aim of this study is to assess the link between lung microbiota composition and death in critically ill admitted for hypercapnic acute exacerbation of chronic obstructive pulmonary disease (AECOPD). Every patient receiving non-invasive or invasive ventilation for AECOPD admitted to intensive care unit from October 2018 to May 2019 were included (ADMIRE study, NCT03641235). Induced sputum or tracheal aspirate were sampled and DNA extraction was performed by QIAamp® PowerFecal® Pro DNA kit (QIAgen®). V3-V4 regions of 16SRNA coding gene was amplified to analyse the bacterial kingdom of lung microbiota (bacteriobiota) and ITS2 to analyse the fungal kingdom (mycobiota). Sequencing (2x250bp paired-end reads) was performed on MiSeq sequencer (Illumina®) and DADA2 pipeline on R software was used for bioinformatics analyses.",lung microbiota and hypercapnic AECOPD,SUBMITTED,2023-09-01T16:54:53,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006304/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006304/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006304/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006304/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006304/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006304/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006304
196,studies,MGYS00006284,MGYS00006284,56,PRJEB41028,False,ERP124751,Universite Paris Diderot,,"Characterization of the respiratory tract bacterial microbiota is in its infancy when compared to the gut microbiota knowledge. As key methodological steps can directly affect the accuracy of the results, it is crucial to determine a robust methodology in order to limit bias.We compared two methods of sample processing using these two different pairs of primers for bacterial microbiota analyses of respiratory samples from Intensive Care Unit (ICU) ventilated patients.",16S rRNA lung microbiota study in mechanically ventilated patient: a pilot study,SUBMITTED,2023-09-01T16:38:10,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006284/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006284/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006284/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006284/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006284/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006284/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006284
197,studies,MGYS00006275,MGYS00006275,181,PRJEB40386,False,ERP124015,Southern Medical University,,"Distinct airway microbiota was observed between clinical stable recipients (or event free), infection and rejection after LTx. Alpha and beta diversity were significantly different between event free and rejection, and between infection and rejection recipients. Ten differential genera were identified by LEfSe analyses, with Corynebacterium, unclassified Enterococcaceae and unclassified Lactobacillales enriched in infection recipients, while Rothia, Granulicatella, Neisseria, Actinomyces, Leptotrichia, Lactobacillus and unclassified Aerococcaceae more abundant in rejection LTRs. Random forest analyses indicated that the combination of the 10 microbiota and procalcitonin (PCT) and T lymphocyte showed an AUC of 0.894, 0.955 and 0.913 to differentiate between event free and infection, event free and rejection, and infection and rejection recipients, respectively.",nfection and rejection are the two most common complications after lung transplantation (LTx) and are associated with increased morbidity and mortality. We aimed to examine the association between airway microbiota and infection and rejection in lung transplant recipients (LTRs).,SUBMITTED,2023-09-01T16:30:17,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006275/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006275/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006275/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006275/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006275/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006275/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006275
